D_TEMPORAL_0;D_ESTADO_DATO_0;D_IASS_TIPOVENTAS_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
201507;40123;61754;3143;Índice VAB;107.547513893;M
201507;40123;61755;3143;Índice VAB;121.597883882;M
201507;40123;61756;3143;Índice VAB;105.077767562;M
201507;40123;61757;3143;Índice VAB;137.949402483;M
201507;40123;61758;3143;Índice VAB;100.522368177;M
201507;40123;61759;3143;Índice VAB;111.460822234;M
201507;40123;61760;3143;Índice VAB;115.524681758;M
201508;40123;61753;3143;Índice VAB;111.869965926;M
201508;40123;61754;3143;Índice VAB;93.695955768;M
201508;40123;61755;3143;Índice VAB;121.254675907;M
201508;40123;61756;3143;Índice VAB;91.525950053;M
201508;40123;61757;3143;Índice VAB;153.18568185;M
201508;40123;61758;3143;Índice VAB;95.157958655;M
201508;40123;61759;3143;Índice VAB;82.612789394;M
201508;40123;61760;3143;Índice VAB;108.363501816;M
201509;40123;61753;3143;Índice VAB;105.290620092;M
201509;40123;61754;3143;Índice VAB;100.046967213;M
201509;40123;61755;3143;Índice VAB;107.998341782;M
201509;40123;61756;3143;Índice VAB;98.328980499;M
201509;40123;61757;3143;Índice VAB;117.271660994;M
201509;40123;61758;3143;Índice VAB;100.527702284;M
201509;40123;61759;3143;Índice VAB;94.088594326;M
201509;40123;61760;3143;Índice VAB;108.384711027;M
201510;40123;61753;3143;Índice VAB;102.763985608;M
201510;40123;61754;3143;Índice VAB;100.516987941;M
201510;40123;61755;3143;Índice VAB;103.924292071;M
201510;40123;61756;3143;Índice VAB;105.053314846;M
201510;40123;61757;3143;Índice VAB;100.805668035;M
201510;40123;61758;3143;Índice VAB;105.860620398;M
201510;40123;61759;3143;Índice VAB;113.536468673;M
201510;40123;61760;3143;Índice VAB;103.451828012;M
201511;40123;61753;3143;Índice VAB;92.951001531;M
201511;40123;61754;3143;Índice VAB;99.552342735;M
201511;40123;61755;3143;Índice VAB;89.542195652;M
201511;40123;61756;3143;Índice VAB;99.090762837;M
201511;40123;61757;3143;Índice VAB;78.213145048;M
201511;40123;61758;3143;Índice VAB;102.673564009;M
201511;40123;61759;3143;Índice VAB;99.13839453;M
201511;40123;61760;3143;Índice VAB;96.007221326;M
201512;40123;61753;3143;Índice VAB;103.803574827;M
201512;40123;61754;3143;Índice VAB;115.386406588;M
201512;40123;61755;3143;Índice VAB;97.822422848;M
201512;40123;61756;3143;Índice VAB;103.990563871;M
201512;40123;61757;3143;Índice VAB;84.203655657;M
201512;40123;61758;3143;Índice VAB;116.116022218;M
201512;40123;61759;3143;Índice VAB;123.584507415;M
201512;40123;61760;3143;Índice VAB;99.364378786;M
201601;40123;61753;3143;Índice VAB;87.372935495;M
201601;40123;61754;3143;Índice VAB;96.8666445;M
201601;40123;61755;3143;Índice VAB;82.463761218;M
201601;40123;61756;3143;Índice VAB;96.342122961;M
201601;40123;61757;3143;Índice VAB;73.049845734;M
201601;40123;61758;3143;Índice VAB;96.199942835;M
201601;40123;61759;3143;Índice VAB;78.333763369;M
201601;40123;61760;3143;Índice VAB;91.798765713;M
201602;40123;61753;3143;Índice VAB;90.053544301;M
201602;40123;61754;3143;Índice VAB;93.663368761;M
201602;40123;61755;3143;Índice VAB;88.018156605;M
201602;40123;61756;3143;Índice VAB;99.834140046;M
201602;40123;61757;3143;Índice VAB;77.790757205;M
201602;40123;61758;3143;Índice VAB;99.756738965;M
201602;40123;61759;3143;Índice VAB;94.007534617;M
201602;40123;61760;3143;Índice VAB;94.463198451;M
201603;40123;61753;3143;Índice VAB;101.72952916;M
201603;40123;61754;3143;Índice VAB;105.92068939;M
201603;40123;61755;3143;Índice VAB;99.374750182;M
201603;40123;61756;3143;Índice VAB;106.71726626;M
201603;40123;61757;3143;Índice VAB;96.404193951;M
201603;40123;61758;3143;Índice VAB;104.07794558;M
201603;40123;61759;3143;Índice VAB;95.541139778;M
201603;40123;61760;3143;Índice VAB;104.2992077;M
201604;40123;61753;3143;Índice VAB;101.94239698;M
201604;40123;61754;3143;Índice VAB;103.47028421;M
201604;40123;61755;3143;Índice VAB;100.89137544;M
201604;40123;61756;3143;Índice VAB;109.66260915;M
201604;40123;61757;3143;Índice VAB;100.90055759;M
201604;40123;61758;3143;Índice VAB;102.41635722;M
201604;40123;61759;3143;Índice VAB;92.802697915;M
201604;40123;61760;3143;Índice VAB;99.772307186;M
201605;40123;61753;3143;Índice VAB;106.82158152;M
201605;40123;61754;3143;Índice VAB;104.34715315;M
201605;40123;61755;3143;Índice VAB;107.71628325;M
201605;40123;61756;3143;Índice VAB;108.62188118;M
201605;40123;61757;3143;Índice VAB;114.88213459;M
201605;40123;61758;3143;Índice VAB;102.53986216;M
201605;40123;61759;3143;Índice VAB;95.54292811;M
201605;40123;61760;3143;Índice VAB;104.26513696;M
201606;40123;61753;3143;Índice VAB;111.78558051;M
201606;40123;61754;3143;Índice VAB;106.6516233;M
201606;40123;61755;3143;Índice VAB;113.96809783;M
201606;40123;61756;3143;Índice VAB;108.98422602;M
201606;40123;61757;3143;Índice VAB;123.56924249;M
201606;40123;61758;3143;Índice VAB;107.22854286;M
201606;40123;61759;3143;Índice VAB;103.95422952;M
201606;40123;61760;3143;Índice VAB;110.93325897;M
201607;40123;61753;3143;Índice VAB;121.02407283;M
201607;40123;61754;3143;Índice VAB;109.57832163;M
201607;40123;61755;3143;Índice VAB;126.2704806;M
201607;40123;61756;3143;Índice VAB;105.63846064;M
201607;40123;61757;3143;Índice VAB;152.23152497;M
201607;40123;61758;3143;Índice VAB;104.44356447;M
201607;40123;61759;3143;Índice VAB;103.43593525;M
201607;40123;61760;3143;Índice VAB;117.40364273;M
201608;40123;61753;3143;Índice VAB;118.61712812;M
201608;40123;61754;3143;Índice VAB;100.03373141;M
201608;40123;61755;3143;Índice VAB;127.36648324;M
201608;40123;61756;3143;Índice VAB;94.986683226;M
201608;40123;61757;3143;Índice VAB;168.89878093;M
201608;40123;61758;3143;Índice VAB;95.897759915;M
201608;40123;61759;3143;Índice VAB;85.12259377;M
201608;40123;61760;3143;Índice VAB;111.05875212;M
201609;40123;61753;3143;Índice VAB;111.81339611;M
201609;40123;61754;3143;Índice VAB;103.29248914;M
201609;40123;61755;3143;Índice VAB;115.65465508;M
201609;40123;61756;3143;Índice VAB;104.20873322;M
201609;40123;61757;3143;Índice VAB;132.39883649;M
201609;40123;61758;3143;Índice VAB;105.2417239;M
201609;40123;61759;3143;Índice VAB;94.718476666;M
201609;40123;61760;3143;Índice VAB;112.83934215;M
201610;40123;61753;3143;Índice VAB;106.64761421;M
201610;40123;61754;3143;Índice VAB;103.50334088;M
201610;40123;61755;3143;Índice VAB;107.87090206;M
201610;40123;61756;3143;Índice VAB;108.18026508;M
201610;40123;61757;3143;Índice VAB;113.19091712;M
201610;40123;61758;3143;Índice VAB;108.75532238;M
201610;40123;61759;3143;Índice VAB;96.697378047;M
201610;40123;61760;3143;Índice VAB;106.16207969;M
201611;40123;61753;3143;Índice VAB;99.787322594;M
201611;40123;61754;3143;Índice VAB;107.4611206;M
201611;40123;61755;3143;Índice VAB;95.732621522;M
201611;40123;61756;3143;Índice VAB;106.69001497;M
201611;40123;61757;3143;Índice VAB;86.058925483;M
201611;40123;61758;3143;Índice VAB;108.80786844;M
201611;40123;61759;3143;Índice VAB;99.787467636;M
201611;40123;61760;3143;Índice VAB;103.17813402;M
201612;40123;61753;3143;Índice VAB;107.29765295;M
201612;40123;61754;3143;Índice VAB;121.22884753;M
201612;40123;61755;3143;Índice VAB;100.15596943;M
201612;40123;61756;3143;Índice VAB;108.76808505;M
201612;40123;61757;3143;Índice VAB;87.617180951;M
201612;40123;61758;3143;Índice VAB;120.84736225;M
201612;40123;61759;3143;Índice VAB;116.81901203;M
201612;40123;61760;3143;Índice VAB;101.91007978;M
201701;40123;61753;3143;Índice VAB;92.643085202;M
201701;40123;61754;3143;Índice VAB;105.68407506;M
201701;40123;61755;3143;Índice VAB;85.993551542;M
201701;40123;61756;3143;Índice VAB;104.70357146;M
201701;40123;61757;3143;Índice VAB;74.32099038;M
201701;40123;61758;3143;Índice VAB;100.71113001;M
201701;40123;61759;3143;Índice VAB;84.437655111;M
201701;40123;61760;3143;Índice VAB;93.628966307;M
201702;40123;61753;3143;Índice VAB;90.915674525;M
201702;40123;61754;3143;Índice VAB;99.065872013;M
201702;40123;61755;3143;Índice VAB;86.608376881;M
201702;40123;61756;3143;Índice VAB;101.97173369;M
201702;40123;61757;3143;Índice VAB;75.648639562;M
201702;40123;61758;3143;Índice VAB;101.28607332;M
201702;40123;61759;3143;Índice VAB;87.407259736;M
201702;40123;61760;3143;Índice VAB;94.516114359;M
201703;40123;61753;3143;Índice VAB;105.11323098;M
201703;40123;61754;3143;Índice VAB;117.36648017;M
201703;40123;61755;3143;Índice VAB;98.782434298;M
201703;40123;61756;3143;Índice VAB;116.17508716;M
201703;40123;61757;3143;Índice VAB;88.518697242;M
201703;40123;61758;3143;Índice VAB;108.97259722;M
201703;40123;61759;3143;Índice VAB;101.70891078;M
201703;40123;61760;3143;Índice VAB;102.67842691;M
201704;40123;61753;3143;Índice VAB;107.35070731;M
201704;40123;61754;3143;Índice VAB;106.66606784;M
201704;40123;61755;3143;Índice VAB;107.18471355;M
201704;40123;61756;3143;Índice VAB;112.97854169;M
201704;40123;61757;3143;Índice VAB;111.57274312;M
201704;40123;61758;3143;Índice VAB;101.85761661;M
201704;40123;61759;3143;Índice VAB;102.78742506;M
201704;40123;61760;3143;Índice VAB;99.453059253;M
201705;40123;61753;3143;Índice VAB;111.99720883;M
201705;40123;61754;3143;Índice VAB;112.3928199;M
201705;40123;61755;3143;Índice VAB;111.29429816;M
201705;40123;61756;3143;Índice VAB;121.71577028;M
201705;40123;61757;3143;Índice VAB;115.03770516;M
201705;40123;61758;3143;Índice VAB;105.69864007;M
201705;40123;61759;3143;Índice VAB;101.65496076;M
201705;40123;61760;3143;Índice VAB;105.05502784;M
201706;40123;61753;3143;Índice VAB;117.22559802;M
201706;40123;61754;3143;Índice VAB;113.82175526;M
201706;40123;61755;3143;Índice VAB;118.31211413;M
201706;40123;61756;3143;Índice VAB;120.532096;M
201706;40123;61757;3143;Índice VAB;126.94360181;M
201706;40123;61758;3143;Índice VAB;109.59073716;M
201706;40123;61759;3143;Índice VAB;110.17814756;M
201706;40123;61760;3143;Índice VAB;109.37167963;M
201707;40123;61753;3143;Índice VAB;121.67980451;M
201707;40123;61754;3143;Índice VAB;110.41156397;M
201707;40123;61755;3143;Índice VAB;126.499442;M
201707;40123;61756;3143;Índice VAB;116.14475846;M
201707;40123;61757;3143;Índice VAB;145.58852671;M
201707;40123;61758;3143;Índice VAB;107.7303673;M
201707;40123;61759;3143;Índice VAB;115.24955707;M
201707;40123;61760;3143;Índice VAB;113.34175706;M
201708;40123;61753;3143;Índice VAB;118.45685261;M
201708;40123;61754;3143;Índice VAB;103.14563778;M
201708;40123;61755;3143;Índice VAB;125.22093924;M
201708;40123;61756;3143;Índice VAB;102.81952667;M
201708;40123;61757;3143;Índice VAB;160.41369518;M
201708;40123;61758;3143;Índice VAB;97.288343778;M
201708;40123;61759;3143;Índice VAB;89.269031139;M
201708;40123;61760;3143;Índice VAB;111.37837951;M
201709;40123;61753;3143;Índice VAB;114.75661178;M
201709;40123;61754;3143;Índice VAB;106.70448366;M
201709;40123;61755;3143;Índice VAB;118.07302269;M
201709;40123;61756;3143;Índice VAB;111.35869562;M
201709;40123;61757;3143;Índice VAB;134.815807;M
201709;40123;61758;3143;Índice VAB;106.303376;M
201709;40123;61759;3143;Índice VAB;98.375118812;M
201709;40123;61760;3143;Índice VAB;111.35569978;M
201710;40123;61753;3143;Índice VAB;110.66496864;M
201710;40123;61754;3143;Índice VAB;107.82859316;M
201710;40123;61755;3143;Índice VAB;111.51075523;M
201710;40123;61756;3143;Índice VAB;116.15427718;M
201710;40123;61757;3143;Índice VAB;111.28919195;M
201710;40123;61758;3143;Índice VAB;109.45979514;M
201710;40123;61759;3143;Índice VAB;119.32711292;M
201710;40123;61760;3143;Índice VAB;105.26529071;M
201711;40123;61753;3143;Índice VAB;103.71674089;M
201711;40123;61754;3143;Índice VAB;113.08760673;M
201711;40123;61755;3143;Índice VAB;98.768075684;M
201711;40123;61756;3143;Índice VAB;115.41141565;M
201711;40123;61757;3143;Índice VAB;82.663083442;M
201711;40123;61758;3143;Índice VAB;109.34635599;M
201711;40123;61759;3143;Índice VAB;121.02697542;M
201711;40123;61760;3143;Índice VAB;101.21989754;M
201712;40123;61753;3143;Índice VAB;111.42312978;M
201712;40123;61754;3143;Índice VAB;124.07016019;M
201712;40123;61755;3143;Índice VAB;104.87542305;M
201712;40123;61756;3143;Índice VAB;113.9615771;M
201712;40123;61757;3143;Índice VAB;87.194255951;M
201712;40123;61758;3143;Índice VAB;123.82966102;M
201712;40123;61759;3143;Índice VAB;140.07861921;M
201712;40123;61760;3143;Índice VAB;103.62193005;M
201801;40123;61753;3143;Índice VAB;96.853121846;M
201801;40123;61754;3143;Índice VAB;109.72334434;M
201801;40123;61755;3143;Índice VAB;90.245037306;M
201801;40123;61756;3143;Índice VAB;109.35709473;M
201801;40123;61757;3143;Índice VAB;72.682621169;M
201801;40123;61758;3143;Índice VAB;104.07729364;M
201801;40123;61759;3143;Índice VAB;109.36344114;M
201801;40123;61760;3143;Índice VAB;93.004812595;M
201802;40123;61753;3143;Índice VAB;93.532338891;M
201802;40123;61754;3143;Índice VAB;101.93707542;M
201802;40123;61755;3143;Índice VAB;89.115969287;M
201802;40123;61756;3143;Índice VAB;105.34456649;M
201802;40123;61757;3143;Índice VAB;72.856049851;M
201802;40123;61758;3143;Índice VAB;101.74179579;M
201802;40123;61759;3143;Índice VAB;104.99327903;M
201802;40123;61760;3143;Índice VAB;96.167666378;M
201803;40123;61753;3143;Índice VAB;107.37035497;M
201803;40123;61754;3143;Índice VAB;115.33840463;M
201803;40123;61755;3143;Índice VAB;103.12106163;M
201803;40123;61756;3143;Índice VAB;115.72605186;M
201803;40123;61757;3143;Índice VAB;91.113431693;M
201803;40123;61758;3143;Índice VAB;110.28122227;M
201803;40123;61759;3143;Índice VAB;120.23764078;M
201803;40123;61760;3143;Índice VAB;103.30386035;M
201804;40123;61753;3143;Índice VAB;108.43966762;M
201804;40123;61754;3143;Índice VAB;110.46506328;M
201804;40123;61755;3143;Índice VAB;107.08878823;M
201804;40123;61756;3143;Índice VAB;121.27948365;M
201804;40123;61757;3143;Índice VAB;96.978037338;M
201804;40123;61758;3143;Índice VAB;109.57164013;M
201804;40123;61759;3143;Índice VAB;120.8511681;M
201804;40123;61760;3143;Índice VAB;104.82698792;M
201805;40123;61753;3143;Índice VAB;116.05966313;M
201805;40123;61754;3143;Índice VAB;116.45268157;M
201805;40123;61755;3143;Índice VAB;115.48049941;M
201805;40123;61756;3143;Índice VAB;125.79602353;M
201805;40123;61757;3143;Índice VAB;110.95282962;M
201805;40123;61758;3143;Índice VAB;107.29747548;M
201805;40123;61759;3143;Índice VAB;128.47613707;M
201805;40123;61760;3143;Índice VAB;108.13872025;M
201806;40123;61753;3143;Índice VAB;118.22949864;M
201806;40123;61754;3143;Índice VAB;115.38136385;M
201806;40123;61755;3143;Índice VAB;119.22585051;M
201806;40123;61756;3143;Índice VAB;119.37675677;M
201806;40123;61757;3143;Índice VAB;117.86577298;M
201806;40123;61758;3143;Índice VAB;113.64035492;M
201806;40123;61759;3143;Índice VAB;135.76799524;M
201806;40123;61760;3143;Índice VAB;110.98918464;M
201807;40123;61753;3143;Índice VAB;125.99547031;M
201807;40123;61754;3143;Índice VAB;118.1128813;M
201807;40123;61755;3143;Índice VAB;129.42439023;M
201807;40123;61756;3143;Índice VAB;117.59235512;M
201807;40123;61757;3143;Índice VAB;137.41171742;M
201807;40123;61758;3143;Índice VAB;110.45682326;M
201807;40123;61759;3143;Índice VAB;147.70454718;M
201807;40123;61760;3143;Índice VAB;114.99556781;M
201808;40123;61753;3143;Índice VAB;122.86042452;M
201808;40123;61754;3143;Índice VAB;107.89655528;M
201808;40123;61755;3143;Índice VAB;129.75781292;M
201808;40123;61756;3143;Índice VAB;107.16751992;M
201808;40123;61757;3143;Índice VAB;158.04786311;M
201808;40123;61758;3143;Índice VAB;98.958372396;M
201808;40123;61759;3143;Índice VAB;110.20105619;M
201808;40123;61760;3143;Índice VAB;106.13404497;M
201809;40123;61753;3143;Índice VAB;116.65992124;M
201809;40123;61754;3143;Índice VAB;106.65772758;M
201809;40123;61755;3143;Índice VAB;121.15505835;M
201809;40123;61756;3143;Índice VAB;109.13550674;M
201809;40123;61757;3143;Índice VAB;124.46866335;M
201809;40123;61758;3143;Índice VAB;114.09139231;M
201809;40123;61759;3143;Índice VAB;144.83881781;M
201809;40123;61760;3143;Índice VAB;109.24637573;M
201810;40123;61753;3143;Índice VAB;115.00877241;M
201810;40123;61754;3143;Índice VAB;114.90926783;M
201810;40123;61755;3143;Índice VAB;114.67362929;M
201810;40123;61756;3143;Índice VAB;122.2056986;M
201810;40123;61757;3143;Índice VAB;107.21501255;M
201810;40123;61758;3143;Índice VAB;116.16778009;M
201810;40123;61759;3143;Índice VAB;131.54984048;M
201810;40123;61760;3143;Índice VAB;111.01039211;M
201811;40123;61753;3143;Índice VAB;107.57355637;M
201811;40123;61754;3143;Índice VAB;117.37724644;M
201811;40123;61755;3143;Índice VAB;102.42718504;M
201811;40123;61756;3143;Índice VAB;116.3053669;M
201811;40123;61757;3143;Índice VAB;81.638329231;M
201811;40123;61758;3143;Índice VAB;118.91229148;M
201811;40123;61759;3143;Índice VAB;137.90402231;M
201811;40123;61760;3143;Índice VAB;106.66687342;M
201812;40123;61753;3143;Índice VAB;115.98346434;M
201812;40123;61754;3143;Índice VAB;126.02525944;M
201812;40123;61755;3143;Índice VAB;110.69275876;M
201812;40123;61756;3143;Índice VAB;118.89498042;M
201812;40123;61757;3143;Índice VAB;91.489826056;M
201812;40123;61758;3143;Índice VAB;125.67024211;M
201812;40123;61759;3143;Índice VAB;160.64186354;M
201812;40123;61760;3143;Índice VAB;104.38888538;M
201901;40123;61753;3143;Índice VAB;103.02839483;M
201901;40123;61754;3143;Índice VAB;115.52427545;M
201901;40123;61755;3143;Índice VAB;96.514243595;M
201901;40123;61756;3143;Índice VAB;122.10373344;M
201901;40123;61757;3143;Índice VAB;76.34212997;M
201901;40123;61758;3143;Índice VAB;104.96755177;M
201901;40123;61759;3143;Índice VAB;115.26167135;M
201901;40123;61760;3143;Índice VAB;100.46321742;M
201902;40123;61753;3143;Índice VAB;100.09459488;M
201902;40123;61754;3143;Índice VAB;107.01218901;M
201902;40123;61755;3143;Índice VAB;96.415929552;M
201902;40123;61756;3143;Índice VAB;117.62847927;M
201902;40123;61757;3143;Índice VAB;76.237293739;M
201902;40123;61758;3143;Índice VAB;106.55754243;M
201902;40123;61759;3143;Índice VAB;119.26151568;M
201902;40123;61760;3143;Índice VAB;102.27106195;M
201903;40123;61753;3143;Índice VAB;113.41792698;M
201903;40123;61754;3143;Índice VAB;120.94243723;M
201903;40123;61755;3143;Índice VAB;109.40886708;M
201903;40123;61756;3143;Índice VAB;130.12780317;M
201903;40123;61757;3143;Índice VAB;91.977925507;M
201903;40123;61758;3143;Índice VAB;114.25192128;M
201903;40123;61759;3143;Índice VAB;132.83185172;M
201903;40123;61760;3143;Índice VAB;109.37304036;M
201904;40123;61753;3143;Índice VAB;118.80292736;M
201904;40123;61754;3143;Índice VAB;118.76448023;M
201904;40123;61755;3143;Índice VAB;118.62241347;M
201904;40123;61756;3143;Índice VAB;132.95702869;M
201904;40123;61757;3143;Índice VAB;107.47788266;M
201904;40123;61758;3143;Índice VAB;114.82716317;M
201904;40123;61759;3143;Índice VAB;137.75219213;M
201904;40123;61760;3143;Índice VAB;116.71938365;M
201905;40123;61753;3143;Índice VAB;123.94523043;M
201905;40123;61754;3143;Índice VAB;124.46820296;M
201905;40123;61755;3143;Índice VAB;123.47118188;M
201905;40123;61756;3143;Índice VAB;139.79806165;M
201905;40123;61757;3143;Índice VAB;115.99171857;M
201905;40123;61758;3143;Índice VAB;111.92825979;M
201905;40123;61759;3143;Índice VAB;132.37442113;M
201905;40123;61760;3143;Índice VAB;120.65469254;M
201906;40123;61753;3143;Índice VAB;125.92675964;M
201906;40123;61754;3143;Índice VAB;117.7021145;M
201906;40123;61755;3143;Índice VAB;129.8881103;M
201906;40123;61756;3143;Índice VAB;131.77730799;M
201906;40123;61757;3143;Índice VAB;125.98725277;M
201906;40123;61758;3143;Índice VAB;117.69982869;M
201906;40123;61759;3143;Índice VAB;151.79837485;M
201906;40123;61760;3143;Índice VAB;125.58109538;M
201907;40123;61753;3143;Índice VAB;134.95993753;M
201907;40123;61754;3143;Índice VAB;124.42259775;M
201907;40123;61755;3143;Índice VAB;140.07959205;M
201907;40123;61756;3143;Índice VAB;130.44835375;M
201907;40123;61757;3143;Índice VAB;145.74021271;M
201907;40123;61758;3143;Índice VAB;116.41806693;M
201907;40123;61759;3143;Índice VAB;162.18217148;M
201907;40123;61760;3143;Índice VAB;128.42271544;M
201908;40123;61753;3143;Índice VAB;129.21323497;M
201908;40123;61754;3143;Índice VAB;111.14289789;M
201908;40123;61755;3143;Índice VAB;138.16497501;M
201908;40123;61756;3143;Índice VAB;112.25658502;M
201908;40123;61757;3143;Índice VAB;164.41226839;M
201908;40123;61758;3143;Índice VAB;103.28061755;M
201908;40123;61759;3143;Índice VAB;123.50580075;M
201908;40123;61760;3143;Índice VAB;121.28013364;M
201909;40123;61753;3143;Índice VAB;122.89782408;M
201909;40123;61754;3143;Índice VAB;111.81675196;M
201909;40123;61755;3143;Índice VAB;128.31368888;M
201909;40123;61756;3143;Índice VAB;120.79582813;M
201909;40123;61757;3143;Índice VAB;127.61532475;M
201909;40123;61758;3143;Índice VAB;118.13644574;M
201909;40123;61759;3143;Índice VAB;154.84593313;M
201909;40123;61760;3143;Índice VAB;121.68456853;M
201910;40123;61753;3143;Índice VAB;122.28410908;M
201910;40123;61754;3143;Índice VAB;122.00612476;M
201910;40123;61755;3143;Índice VAB;122.21928057;M
201910;40123;61756;3143;Índice VAB;132.02720438;M
201910;40123;61757;3143;Índice VAB;107.62171956;M
201910;40123;61758;3143;Índice VAB;120.13380157;M
201910;40123;61759;3143;Índice VAB;157.81794606;M
201910;40123;61760;3143;Índice VAB;123.35815836;M
201911;40123;61753;3143;Índice VAB;112.58653265;M
201911;40123;61754;3143;Índice VAB;120.70098978;M
201911;40123;61755;3143;Índice VAB;108.27952038;M
201911;40123;61756;3143;Índice VAB;124.86694366;M
201911;40123;61757;3143;Índice VAB;86.708067052;M
201911;40123;61758;3143;Índice VAB;115.34819898;M
201911;40123;61759;3143;Índice VAB;149.16165113;M
201911;40123;61760;3143;Índice VAB;111.99097317;M
201912;40123;61753;3143;Índice VAB;122.25473402;M
201912;40123;61754;3143;Índice VAB;133.09811663;M
201912;40123;61755;3143;Índice VAB;116.5467265;M
201912;40123;61756;3143;Índice VAB;125.47777265;M
201912;40123;61757;3143;Índice VAB;95.96849548;M
201912;40123;61758;3143;Índice VAB;130.08185253;M
201912;40123;61759;3143;Índice VAB;161.92021816;M
201912;40123;61760;3143;Índice VAB;119.23250726;M
202001;40123;61753;3143;Índice VAB;107.16924118;M
202001;40123;61754;3143;Índice VAB;117.59412474;M
202001;40123;61755;3143;Índice VAB;101.70041845;M
202001;40123;61756;3143;Índice VAB;128.14091796;M
202001;40123;61757;3143;Índice VAB;81.387896198;M
202001;40123;61758;3143;Índice VAB;108.94420187;M
202001;40123;61759;3143;Índice VAB;124.30731111;M
202001;40123;61760;3143;Índice VAB;102.7702672;M
202002;40123;61753;3143;Índice VAB;105.41232823;M
202002;40123;61754;3143;Índice VAB;112.06863388;M
202002;40123;61755;3143;Índice VAB;101.85310372;M
202002;40123;61756;3143;Índice VAB;124.91029179;M
202002;40123;61757;3143;Índice VAB;81.48970987;M
202002;40123;61758;3143;Índice VAB;105.25127806;M
202002;40123;61759;3143;Índice VAB;128.1367141;M
202002;40123;61760;3143;Índice VAB;108.61814493;M
202003;40123;61753;3143;Índice VAB;87.243127795;M
202003;40123;61754;3143;Índice VAB;102.3312922;M
202003;40123;61755;3143;Índice VAB;79.45160485;M
202003;40123;61756;3143;Índice VAB;115.27382939;M
202003;40123;61757;3143;Índice VAB;40.463585117;M
202003;40123;61758;3143;Índice VAB;107.88473289;M
202003;40123;61759;3143;Índice VAB;126.21629818;M
202003;40123;61760;3143;Índice VAB;94.164726555;M
202004;40123;61753;3143;Índice VAB;60.205359965;M
202004;40123;61754;3143;Índice VAB;73.329471781;M
202004;40123;61755;3143;Índice VAB;53.456638326;M
202004;40123;61756;3143;Índice VAB;93.231455511;M
202004;40123;61757;3143;Índice VAB;4.431307108;M
202004;40123;61758;3143;Índice VAB;99.945952843;M
202004;40123;61759;3143;Índice VAB;105.48931815;M
202004;40123;61760;3143;Índice VAB;79.883340258;M
202005;40123;61753;3143;Índice VAB;68.469080841;M
202005;40123;61754;3143;Índice VAB;89.256404981;M
202005;40123;61755;3143;Índice VAB;57.828742493;M
202005;40123;61756;3143;Índice VAB;96.172211399;M
202005;40123;61757;3143;Índice VAB;13.317335427;M
202005;40123;61758;3143;Índice VAB;99.0622197;M
202005;40123;61759;3143;Índice VAB;106.80308679;M
202005;40123;61760;3143;Índice VAB;76.73720607;M
202006;40123;61753;3143;Índice VAB;88.467398287;M
202006;40123;61754;3143;Índice VAB;109.90004263;M
202006;40123;61755;3143;Índice VAB;77.464184562;M
202006;40123;61756;3143;Índice VAB;102.67853247;M
202006;40123;61757;3143;Índice VAB;42.259646666;M
202006;40123;61758;3143;Índice VAB;108.15359893;M
202006;40123;61759;3143;Índice VAB;130.8824238;M
202006;40123;61760;3143;Índice VAB;86.773320353;M
202007;40123;61753;3143;Índice VAB;102.8724511;M
202007;40123;61754;3143;Índice VAB;116.862985;M
202007;40123;61755;3143;Índice VAB;95.607712031;M
202007;40123;61756;3143;Índice VAB;106.01934966;M
202007;40123;61757;3143;Índice VAB;74.174733774;M
202007;40123;61758;3143;Índice VAB;112.85886189;M
202007;40123;61759;3143;Índice VAB;143.16852196;M
202007;40123;61760;3143;Índice VAB;94.045340133;M
202008;40123;61753;3143;Índice VAB;98.085348485;M
202008;40123;61754;3143;Índice VAB;103.53396809;M
202008;40123;61755;3143;Índice VAB;95.150399025;M
202008;40123;61756;3143;Índice VAB;98.33671721;M
202008;40123;61757;3143;Índice VAB;91.412402716;M
202008;40123;61758;3143;Índice VAB;99.563433482;M
202008;40123;61759;3143;Índice VAB;104.26283207;M
202008;40123;61760;3143;Índice VAB;88.16123014;M
202009;40123;61753;3143;Índice VAB;95.644400649;M
202009;40123;61754;3143;Índice VAB;107.85947742;M
202009;40123;61755;3143;Índice VAB;89.290972869;M
202009;40123;61756;3143;Índice VAB;100.48872194;M
202009;40123;61757;3143;Índice VAB;62.726175022;M
202009;40123;61758;3143;Índice VAB;111.13156095;M
202009;40123;61759;3143;Índice VAB;142.5386847;M
202009;40123;61760;3143;Índice VAB;96.709853372;M
202010;40123;61753;3143;Índice VAB;93.637607889;M
202010;40123;61754;3143;Índice VAB;113.26188877;M
202010;40123;61755;3143;Índice VAB;83.539766695;M
202010;40123;61756;3143;Índice VAB;113.72479468;M
202010;40123;61757;3143;Índice VAB;48.500257114;M
202010;40123;61758;3143;Índice VAB;114.9996829;M
202010;40123;61759;3143;Índice VAB;125.79597167;M
202010;40123;61760;3143;Índice VAB;94.370671178;M
202011;40123;61753;3143;Índice VAB;86.722875133;M
202011;40123;61754;3143;Índice VAB;107.63241718;M
202011;40123;61755;3143;Índice VAB;75.987459264;M
202011;40123;61756;3143;Índice VAB;112.61662914;M
