TEMPORAL;TERRITORIO;IPC_GRUPOSESPECIALES;INDICATOR;OBS_VALUE;FREQ
2014-10;C01;19;VARI_ANUA;-0.2;M
2014-10;C01;20;VARI_ANUA;-0.2;M
2014-10;C01;21;VARI_ANUA;-0.3;M
2014-10;C01;22;VARI_ANUA;0.1;M
2014-10;C01;23;VARI_ANUA;-0.1;M
2014-10;C01;24;VARI_ANUA;-0.5;M
2014-10;C01;25;VARI_ANUA;-0.4;M
2014-10;C01;26;VARI_ANUA;-0.2;M
2014-10;C01;17;VARI_ANUA;-0.2;M
2014-10;C01;27;VARI_ANUA;0.2;M
2014-10;C01;28;VARI_ANUA;-0.6;M
2014-10;C01;09;VARI_ANUA;-1.0;M
2014-10;C01;11;VARI_ANUA;-0.1;M
2014-10;C01;03;VARI_ANUA;0.2;M
2014-10;C01;04;VARI_ANUA;0.0;M
2014-10;C01;10;VARI_ANUA;-0.2;M
2014-10;C01;29;VARI_ANUA;0.1;M
2014-11;108;01;VARI_ANUA;-0.2;M
2014-11;108;02;VARI_ANUA;1.2;M
2014-11;108;05;VARI_ANUA;-1.2;M
2014-11;108;12;VARI_ANUA;0.2;M
2014-11;108;08;VARI_ANUA;-4.5;M
2014-11;108;06;VARI_ANUA;-1.1;M
2014-11;108;07;VARI_ANUA;-3.2;M
2014-11;108;13;VARI_ANUA;-0.5;M
2014-11;108;14;VARI_ANUA;-0.4;M
2014-11;108;18;VARI_ANUA;0.0;M
2014-11;108;15;VARI_ANUA;0.0;M
2014-11;108;16;VARI_ANUA;-0.1;M
2014-11;108;19;VARI_ANUA;-0.7;M
2014-11;108;20;VARI_ANUA;-0.7;M
2014-11;108;21;VARI_ANUA;-0.5;M
2014-11;108;22;VARI_ANUA;0.0;M
2014-11;108;23;VARI_ANUA;0.0;M
2014-11;108;24;VARI_ANUA;-1.2;M
2014-11;108;25;VARI_ANUA;-1.2;M
2014-11;108;26;VARI_ANUA;-1.3;M
2014-11;108;17;VARI_ANUA;-0.4;M
2014-11;108;27;VARI_ANUA;0.1;M
2014-11;108;28;VARI_ANUA;-0.3;M
2014-11;108;09;VARI_ANUA;-1.4;M
2014-11;108;11;VARI_ANUA;0.2;M
2014-11;108;03;VARI_ANUA;0.2;M
2014-11;108;04;VARI_ANUA;-1.7;M
2014-11;108;10;VARI_ANUA;-0.3;M
2014-11;108;29;VARI_ANUA;0.0;M
2014-11;C01;01;VARI_ANUA;-0.3;M
2014-11;C01;02;VARI_ANUA;0.8;M
2014-11;C01;05;VARI_ANUA;-1.1;M
2014-11;C01;12;VARI_ANUA;-0.1;M
2014-11;C01;08;VARI_ANUA;-4.7;M
2014-11;C01;06;VARI_ANUA;-0.9;M
2014-11;C01;07;VARI_ANUA;-3.3;M
2014-11;C01;13;VARI_ANUA;-0.6;M
2014-11;C01;14;VARI_ANUA;-0.5;M
2014-11;C01;18;VARI_ANUA;-0.1;M
2014-11;C01;15;VARI_ANUA;-0.1;M
2014-11;C01;16;VARI_ANUA;-0.2;M
2014-11;C01;19;VARI_ANUA;-0.7;M
2014-11;C01;20;VARI_ANUA;-0.7;M
2014-11;C01;21;VARI_ANUA;-0.6;M
2014-11;C01;22;VARI_ANUA;-0.1;M
2014-11;C01;23;VARI_ANUA;-0.2;M
2014-11;C01;24;VARI_ANUA;-1.1;M
2014-11;C01;25;VARI_ANUA;-1.1;M
2014-11;C01;26;VARI_ANUA;-1.2;M
2014-11;C01;17;VARI_ANUA;-0.5;M
2014-11;C01;27;VARI_ANUA;-0.1;M
2014-11;C01;28;VARI_ANUA;-0.6;M
2014-11;C01;09;VARI_ANUA;-1.2;M
2014-11;C01;11;VARI_ANUA;-0.1;M
2014-11;C01;03;VARI_ANUA;0.0;M
2014-11;C01;04;VARI_ANUA;-1.9;M
2014-11;C01;10;VARI_ANUA;-0.2;M
2014-11;C01;29;VARI_ANUA;-0.1;M
2014-12;108;01;VARI_ANUA;-0.2;M
2014-12;108;02;VARI_ANUA;-0.4;M
2014-12;108;05;VARI_ANUA;-2.8;M
2014-12;108;12;VARI_ANUA;0.3;M
2014-12;108;08;VARI_ANUA;-11.8;M
2014-12;108;06;VARI_ANUA;-0.8;M
2014-12;108;07;VARI_ANUA;-8.5;M
2014-12;108;13;VARI_ANUA;-1.3;M
2014-12;108;14;VARI_ANUA;-1.1;M
2014-12;108;18;VARI_ANUA;0.0;M
2014-12;108;15;VARI_ANUA;0.0;M
2014-12;108;16;VARI_ANUA;0.0;M
2014-12;108;19;VARI_ANUA;-1.9;M
2014-12;108;20;VARI_ANUA;-1.9;M
2014-12;108;21;VARI_ANUA;-1.3;M
2014-12;108;22;VARI_ANUA;0.1;M
2014-12;108;23;VARI_ANUA;0.1;M
2014-12;108;24;VARI_ANUA;-2.7;M
2014-12;108;25;VARI_ANUA;-2.8;M
2014-12;108;26;VARI_ANUA;-3.6;M
2014-12;108;17;VARI_ANUA;-1.1;M
2014-12;108;27;VARI_ANUA;-0.4;M
2014-12;108;28;VARI_ANUA;-0.3;M
2014-12;108;09;VARI_ANUA;-3.2;M
2014-12;108;11;VARI_ANUA;0.3;M
2014-12;108;03;VARI_ANUA;-0.2;M
2014-12;108;04;VARI_ANUA;-5.6;M
2014-12;108;10;VARI_ANUA;-0.2;M
2014-12;108;29;VARI_ANUA;0.0;M
2014-12;C01;01;VARI_ANUA;-0.3;M
2014-12;C01;02;VARI_ANUA;-1.4;M
2014-12;C01;05;VARI_ANUA;-2.6;M
2014-12;C01;12;VARI_ANUA;0.0;M
2014-12;C01;08;VARI_ANUA;-12.1;M
2014-12;C01;06;VARI_ANUA;-0.8;M
2014-12;C01;07;VARI_ANUA;-8.4;M
2014-12;C01;13;VARI_ANUA;-1.4;M
2014-12;C01;14;VARI_ANUA;-1.2;M
2014-12;C01;18;VARI_ANUA;-0.2;M
2014-12;C01;15;VARI_ANUA;-0.2;M
2014-12;C01;16;VARI_ANUA;-0.1;M
2014-12;C01;19;VARI_ANUA;-1.9;M
2014-12;C01;20;VARI_ANUA;-1.9;M
2014-12;C01;21;VARI_ANUA;-1.4;M
2014-12;C01;22;VARI_ANUA;0.0;M
2014-12;C01;23;VARI_ANUA;-0.1;M
2014-12;C01;24;VARI_ANUA;-2.6;M
2014-12;C01;25;VARI_ANUA;-2.6;M
2014-12;C01;26;VARI_ANUA;-3.4;M
2014-12;C01;17;VARI_ANUA;-1.3;M
2014-12;C01;27;VARI_ANUA;-0.8;M
2014-12;C01;28;VARI_ANUA;-0.5;M
2014-12;C01;09;VARI_ANUA;-3.0;M
2014-12;C01;11;VARI_ANUA;0.0;M
2014-12;C01;03;VARI_ANUA;-0.6;M
2014-12;C01;04;VARI_ANUA;-5.9;M
2014-12;C01;10;VARI_ANUA;-0.1;M
2014-12;C01;29;VARI_ANUA;-0.2;M
2013-01;108;01;VARI_ANUA;3.6;M
2013-01;108;02;VARI_ANUA;4.3;M
2013-01;108;05;VARI_ANUA;2.6;M
2013-01;108;12;VARI_ANUA;2.3;M
2013-01;108;08;VARI_ANUA;4.2;M
2013-01;108;06;VARI_ANUA;-1.4;M
2013-01;108;07;VARI_ANUA;5.3;M
2013-01;108;13;VARI_ANUA;2.4;M
2013-01;108;14;VARI_ANUA;2.7;M
2013-01;108;18;VARI_ANUA;2.5;M
2013-01;108;15;VARI_ANUA;2.3;M
2013-01;108;16;VARI_ANUA;2.2;M
2013-01;108;19;VARI_ANUA;2.9;M
2013-01;108;20;VARI_ANUA;3.0;M
2013-01;108;21;VARI_ANUA;2.5;M
2013-01;108;22;VARI_ANUA;2.1;M
2013-01;108;23;VARI_ANUA;1.9;M
2013-01;108;24;VARI_ANUA;2.4;M
2013-01;108;25;VARI_ANUA;2.6;M
2013-01;108;26;VARI_ANUA;4.3;M
2013-01;108;17;VARI_ANUA;2.5;M
2013-01;108;27;VARI_ANUA;3.2;M
2013-01;108;28;VARI_ANUA;2.7;M
2013-01;108;09;VARI_ANUA;2.1;M
2013-01;108;11;VARI_ANUA;2.2;M
2013-01;108;03;VARI_ANUA;3.8;M
2013-01;108;04;VARI_ANUA;4.9;M
2013-01;108;10;VARI_ANUA;1.3;M
2013-01;108;29;VARI_ANUA;2.6;M
2013-01;C01;01;VARI_ANUA;3.2;M
2013-01;C01;02;VARI_ANUA;4.8;M
2013-01;C01;05;VARI_ANUA;2.5;M
2013-01;C01;12;VARI_ANUA;1.8;M
2013-01;C01;08;VARI_ANUA;4.1;M
2013-01;C01;06;VARI_ANUA;-1.2;M
2013-01;C01;07;VARI_ANUA;5.3;M
2013-01;C01;13;VARI_ANUA;2.1;M
2013-01;C01;14;VARI_ANUA;2.5;M
2013-01;C01;18;VARI_ANUA;2.3;M
2013-01;C01;15;VARI_ANUA;2.1;M
2013-01;C01;16;VARI_ANUA;1.9;M
2013-01;C01;19;VARI_ANUA;2.8;M
2013-01;C01;20;VARI_ANUA;2.9;M
2013-01;C01;21;VARI_ANUA;2.2;M
2013-01;C01;22;VARI_ANUA;1.9;M
2013-01;C01;23;VARI_ANUA;1.5;M
2013-01;C01;24;VARI_ANUA;2.4;M
2013-01;C01;25;VARI_ANUA;2.5;M
2013-01;C01;26;VARI_ANUA;4.2;M
2013-01;C01;17;VARI_ANUA;2.3;M
2013-01;C01;27;VARI_ANUA;2.8;M
2013-01;C01;28;VARI_ANUA;2.1;M
2013-01;C01;09;VARI_ANUA;2.0;M
2013-01;C01;11;VARI_ANUA;1.7;M
2013-01;C01;03;VARI_ANUA;3.6;M
2013-01;C01;04;VARI_ANUA;5.1;M
2013-01;C01;10;VARI_ANUA;1.3;M
2013-01;C01;29;VARI_ANUA;2.4;M
2013-02;108;01;VARI_ANUA;3.6;M
2013-02;108;02;VARI_ANUA;3.1;M
2013-02;108;05;VARI_ANUA;2.9;M
2013-02;108;12;VARI_ANUA;2.4;M
2013-02;108;08;VARI_ANUA;5.1;M
2013-02;108;06;VARI_ANUA;-1.4;M
2013-02;108;07;VARI_ANUA;5.9;M
2013-02;108;13;VARI_ANUA;2.6;M
2013-02;108;14;VARI_ANUA;2.8;M
2013-02;108;18;VARI_ANUA;2.5;M
2013-02;108;15;VARI_ANUA;2.3;M
2013-02;108;16;VARI_ANUA;2.3;M
2013-02;108;19;VARI_ANUA;3.0;M
2013-02;108;20;VARI_ANUA;3.1;M
2013-02;108;21;VARI_ANUA;2.6;M
2013-02;108;22;VARI_ANUA;2.2;M
2013-02;108;23;VARI_ANUA;1.9;M
2013-02;108;24;VARI_ANUA;2.7;M
2013-02;108;25;VARI_ANUA;2.9;M
2013-02;108;26;VARI_ANUA;4.8;M
2013-02;108;17;VARI_ANUA;2.6;M
2013-02;108;27;VARI_ANUA;2.8;M
2013-02;108;28;VARI_ANUA;2.8;M
2013-02;108;09;VARI_ANUA;2.5;M
2013-02;108;11;VARI_ANUA;2.2;M
2013-02;108;03;VARI_ANUA;3.5;M
2013-02;108;04;VARI_ANUA;5.0;M
2013-02;108;10;VARI_ANUA;1.4;M
2013-02;108;29;VARI_ANUA;2.6;M
2013-02;C01;01;VARI_ANUA;3.6;M
2013-02;C01;02;VARI_ANUA;3.3;M
2013-02;C01;05;VARI_ANUA;2.9;M
2013-02;C01;12;VARI_ANUA;1.8;M
2013-02;C01;08;VARI_ANUA;5.2;M
2013-02;C01;06;VARI_ANUA;-1.2;M
2013-02;C01;07;VARI_ANUA;6.1;M
2013-02;C01;13;VARI_ANUA;2.3;M
2013-02;C01;14;VARI_ANUA;2.6;M
2013-02;C01;18;VARI_ANUA;2.3;M
2013-02;C01;15;VARI_ANUA;2.1;M
2013-02;C01;16;VARI_ANUA;2.0;M
2013-02;C01;19;VARI_ANUA;3.0;M
2013-02;C01;20;VARI_ANUA;3.1;M
2013-02;C01;21;VARI_ANUA;2.4;M
2013-02;C01;22;VARI_ANUA;1.9;M
2013-02;C01;23;VARI_ANUA;1.6;M
2013-02;C01;24;VARI_ANUA;2.8;M
2013-02;C01;25;VARI_ANUA;2.9;M
2013-02;C01;26;VARI_ANUA;4.7;M
2013-02;C01;17;VARI_ANUA;2.4;M
2013-02;C01;27;VARI_ANUA;2.7;M
2013-02;C01;28;VARI_ANUA;2.5;M
2013-02;C01;09;VARI_ANUA;2.4;M
2013-02;C01;11;VARI_ANUA;1.7;M
2013-02;C01;03;VARI_ANUA;3.5;M
2013-02;C01;04;VARI_ANUA;5.1;M
2013-02;C01;10;VARI_ANUA;1.4;M
2013-02;C01;29;VARI_ANUA;2.4;M
2013-03;108;01;VARI_ANUA;3.6;M
2013-03;108;02;VARI_ANUA;2.5;M
2013-03;108;05;VARI_ANUA;2.0;M
2013-03;108;12;VARI_ANUA;2.6;M
2013-03;108;08;VARI_ANUA;1.4;M
2013-03;108;06;VARI_ANUA;-1.7;M
2013-03;108;07;VARI_ANUA;3.2;M
2013-03;108;13;VARI_ANUA;2.2;M
2013-03;108;14;VARI_ANUA;2.5;M
2013-03;108;18;VARI_ANUA;2.5;M
2013-03;108;15;VARI_ANUA;2.3;M
2013-03;108;16;VARI_ANUA;2.3;M
2013-03;108;19;VARI_ANUA;2.3;M
2013-03;108;20;VARI_ANUA;2.4;M
2013-03;108;21;VARI_ANUA;2.3;M
2013-03;108;22;VARI_ANUA;2.3;M
2013-03;108;23;VARI_ANUA;2.0;M
2013-03;108;24;VARI_ANUA;1.9;M
2013-03;108;25;VARI_ANUA;2.0;M
2013-03;108;26;VARI_ANUA;3.5;M
2013-03;108;17;VARI_ANUA;2.3;M
2013-03;108;27;VARI_ANUA;2.6;M
2013-03;108;28;VARI_ANUA;2.7;M
2013-03;108;09;VARI_ANUA;1.4;M
2013-03;108;11;VARI_ANUA;2.4;M
2013-03;108;03;VARI_ANUA;3.3;M
2013-03;108;04;VARI_ANUA;3.0;M
2013-03;108;10;VARI_ANUA;1.4;M
2013-03;108;29;VARI_ANUA;2.6;M
2013-03;C01;01;VARI_ANUA;3.5;M
2013-03;C01;02;VARI_ANUA;2.9;M
2013-03;C01;05;VARI_ANUA;2.1;M
2013-03;C01;12;VARI_ANUA;1.8;M
2013-03;C01;08;VARI_ANUA;1.7;M
2013-03;C01;06;VARI_ANUA;-1.6;M
2013-03;C01;07;VARI_ANUA;3.5;M
2013-03;C01;13;VARI_ANUA;1.9;M
2013-03;C01;14;VARI_ANUA;2.3;M
2013-03;C01;18;VARI_ANUA;2.3;M
2013-03;C01;15;VARI_ANUA;2.0;M
2013-03;C01;16;VARI_ANUA;2.0;M
2013-03;C01;19;VARI_ANUA;2.5;M
2013-03;C01;20;VARI_ANUA;2.5;M
2013-03;C01;21;VARI_ANUA;1.9;M
2013-03;C01;22;VARI_ANUA;1.9;M
2013-03;C01;23;VARI_ANUA;1.6;M
2013-03;C01;24;VARI_ANUA;2.0;M
2013-03;C01;25;VARI_ANUA;2.1;M
2013-03;C01;26;VARI_ANUA;3.7;M
2013-03;C01;17;VARI_ANUA;2.0;M
2013-03;C01;27;VARI_ANUA;2.5;M
2013-03;C01;28;VARI_ANUA;2.4;M
2013-03;C01;09;VARI_ANUA;1.5;M
2013-03;C01;11;VARI_ANUA;1.7;M
2013-03;C01;03;VARI_ANUA;3.4;M
2013-03;C01;04;VARI_ANUA;3.4;M
2013-03;C01;10;VARI_ANUA;1.4;M
2013-03;C01;29;VARI_ANUA;2.3;M
2013-04;108;01;VARI_ANUA;3.1;M
2013-04;108;02;VARI_ANUA;2.7;M
2013-04;108;05;VARI_ANUA;0.3;M
2013-04;108;12;VARI_ANUA;1.8;M
2013-04;108;08;VARI_ANUA;-1.2;M
2013-04;108;06;VARI_ANUA;-1.5;M
2013-04;108;07;VARI_ANUA;-2.5;M
2013-04;108;13;VARI_ANUA;1.0;M
2013-04;108;14;VARI_ANUA;1.4;M
2013-04;108;18;VARI_ANUA;1.6;M
2013-04;108;15;VARI_ANUA;1.9;M
2013-04;108;16;VARI_ANUA;1.9;M
2013-04;108;19;VARI_ANUA;1.1;M
2013-04;108;20;VARI_ANUA;1.2;M
2013-04;108;21;VARI_ANUA;1.0;M
2013-04;108;22;VARI_ANUA;1.2;M
2013-04;108;23;VARI_ANUA;1.6;M
2013-04;108;24;VARI_ANUA;0.2;M
2013-04;108;25;VARI_ANUA;0.3;M
2013-04;108;26;VARI_ANUA;1.0;M
2013-04;108;17;VARI_ANUA;1.3;M
2013-04;108;27;VARI_ANUA;2.6;M
2013-04;108;28;VARI_ANUA;2.7;M
2013-04;108;09;VARI_ANUA;0.9;M
2013-04;108;11;VARI_ANUA;1.7;M
2013-04;108;03;VARI_ANUA;3.0;M
2013-04;108;04;VARI_ANUA;-0.7;M
2013-04;108;10;VARI_ANUA;1.5;M
2013-04;108;29;VARI_ANUA;1.7;M
2013-04;C01;01;VARI_ANUA;2.8;M
2013-04;C01;02;VARI_ANUA;2.9;M
2013-04;C01;05;VARI_ANUA;0.3;M
2013-04;C01;12;VARI_ANUA;1.2;M
2013-04;C01;08;VARI_ANUA;-0.7;M
2013-04;C01;06;VARI_ANUA;-1.3;M
2013-04;C01;07;VARI_ANUA;-2.2;M
2013-04;C01;13;VARI_ANUA;0.7;M
2013-04;C01;14;VARI_ANUA;1.2;M
2013-04;C01;18;VARI_ANUA;1.3;M
2013-04;C01;15;VARI_ANUA;1.7;M
2013-04;C01;16;VARI_ANUA;1.6;M
2013-04;C01;19;VARI_ANUA;1.2;M
2013-04;C01;20;VARI_ANUA;1.2;M
2013-04;C01;21;VARI_ANUA;0.7;M
2013-04;C01;22;VARI_ANUA;0.9;M
2013-04;C01;23;VARI_ANUA;1.3;M
2013-04;C01;24;VARI_ANUA;0.3;M
2013-04;C01;25;VARI_ANUA;0.3;M
2013-04;C01;26;VARI_ANUA;1.1;M
2013-04;C01;17;VARI_ANUA;1.1;M
2013-04;C01;27;VARI_ANUA;2.4;M
2013-04;C01;28;VARI_ANUA;2.4;M
2013-04;C01;09;VARI_ANUA;1.0;M
2013-04;C01;11;VARI_ANUA;1.1;M
2013-04;C01;03;VARI_ANUA;2.8;M
2013-04;C01;04;VARI_ANUA;-0.5;M
2013-04;C01;10;VARI_ANUA;1.4;M
2013-04;C01;29;VARI_ANUA;1.4;M
2013-05;108;01;VARI_ANUA;2.9;M
2013-05;108;02;VARI_ANUA;4.9;M
2013-05;108;05;VARI_ANUA;0.5;M
2013-05;108;12;VARI_ANUA;2.1;M
2013-05;108;08;VARI_ANUA;-0.1;M
2013-05;108;06;VARI_ANUA;-1.7;M
2013-05;108;07;VARI_ANUA;-1.8;M
2013-05;108;13;VARI_ANUA;1.2;M
2013-05;108;14;VARI_ANUA;1.8;M
2013-05;108;18;VARI_ANUA;1.9;M
2013-05;108;15;VARI_ANUA;2.2;M
2013-05;108;16;VARI_ANUA;2.0;M
2013-05;108;19;VARI_ANUA;1.5;M
2013-05;108;20;VARI_ANUA;1.6;M
2013-05;108;21;VARI_ANUA;1.3;M
2013-05;108;22;VARI_ANUA;1.4;M
2013-05;108;23;VARI_ANUA;1.8;M
2013-05;108;24;VARI_ANUA;0.5;M
2013-05;108;25;VARI_ANUA;0.5;M
2013-05;108;26;VARI_ANUA;1.4;M
2013-05;108;17;VARI_ANUA;1.7;M
2013-05;108;27;VARI_ANUA;3.4;M
2013-05;108;28;VARI_ANUA;2.7;M
2013-05;108;09;VARI_ANUA;1.2;M
2013-05;108;11;VARI_ANUA;2.0;M
2013-05;108;03;VARI_ANUA;3.5;M
2013-05;108;04;VARI_ANUA;0.5;M
2013-05;108;10;VARI_ANUA;1.5;M
2013-05;108;29;VARI_ANUA;2.0;M
2013-05;C01;01;VARI_ANUA;2.4;M
2013-05;C01;02;VARI_ANUA;5.5;M
2013-05;C01;05;VARI_ANUA;0.8;M
2013-05;C01;12;VARI_ANUA;1.4;M
2013-05;C01;08;VARI_ANUA;1.2;M
2013-05;C01;06;VARI_ANUA;-1.6;M
2013-05;C01;07;VARI_ANUA;-1.0;M
2013-05;C01;13;VARI_ANUA;1.0;M
2013-05;C01;14;VARI_ANUA;1.6;M
2013-05;C01;18;VARI_ANUA;1.5;M
2013-05;C01;15;VARI_ANUA;1.9;M
2013-05;C01;16;VARI_ANUA;1.6;M
2013-05;C01;19;VARI_ANUA;1.6;M
2013-05;C01;20;VARI_ANUA;1.6;M
2013-05;C01;21;VARI_ANUA;1.0;M
2013-05;C01;22;VARI_ANUA;1.0;M
2013-05;C01;23;VARI_ANUA;1.4;M
2013-05;C01;24;VARI_ANUA;0.7;M
2013-05;C01;25;VARI_ANUA;0.8;M
2013-05;C01;26;VARI_ANUA;1.8;M
2013-05;C01;17;VARI_ANUA;1.5;M
2013-05;C01;27;VARI_ANUA;3.1;M
2013-05;C01;28;VARI_ANUA;2.0;M
2013-05;C01;09;VARI_ANUA;1.4;M
2013-05;C01;11;VARI_ANUA;1.3;M
2013-05;C01;03;VARI_ANUA;3.3;M
2013-05;C01;04;VARI_ANUA;1.2;M
2013-05;C01;10;VARI_ANUA;1.5;M
2013-05;C01;29;VARI_ANUA;1.7;M
2013-06;108;01;VARI_ANUA;3.0;M
2013-06;108;02;VARI_ANUA;5.3;M
2013-06;108;05;VARI_ANUA;1.3;M
2013-06;108;12;VARI_ANUA;2.0;M
2013-06;108;08;VARI_ANUA;3.8;M
2013-06;108;06;VARI_ANUA;-1.7;M
2013-06;108;07;VARI_ANUA;1.0;M
2013-06;108;13;VARI_ANUA;1.6;M
2013-06;108;14;VARI_ANUA;2.1;M
2013-06;108;18;VARI_ANUA;1.9;M
2013-06;108;15;VARI_ANUA;2.2;M
2013-06;108;16;VARI_ANUA;2.0;M
2013-06;108;19;VARI_ANUA;2.1;M
2013-06;108;20;VARI_ANUA;2.2;M
2013-06;108;21;VARI_ANUA;1.7;M
2013-06;108;22;VARI_ANUA;1.4;M
2013-06;108;23;VARI_ANUA;1.7;M
2013-06;108;24;VARI_ANUA;1.2;M
2013-06;108;25;VARI_ANUA;1.3;M
2013-06;108;26;VARI_ANUA;2.6;M
2013-06;108;17;VARI_ANUA;2.0;M
2013-06;108;27;VARI_ANUA;3.7;M
2013-06;108;28;VARI_ANUA;2.9;M
2013-06;108;09;VARI_ANUA;2.0;M
2013-06;108;11;VARI_ANUA;1.9;M
2013-06;108;03;VARI_ANUA;3.7;M
2013-06;108;04;VARI_ANUA;2.5;M
2013-06;108;10;VARI_ANUA;1.5;M
2013-06;108;29;VARI_ANUA;2.0;M
2013-06;C01;01;VARI_ANUA;2.6;M
2013-06;C01;02;VARI_ANUA;5.7;M
2013-06;C01;05;VARI_ANUA;1.6;M
2013-06;C01;12;VARI_ANUA;1.4;M
2013-06;C01;08;VARI_ANUA;5.0;M
2013-06;C01;06;VARI_ANUA;-1.6;M
2013-06;C01;07;VARI_ANUA;1.6;M
2013-06;C01;13;VARI_ANUA;1.4;M
2013-06;C01;14;VARI_ANUA;1.9;M
2013-06;C01;18;VARI_ANUA;1.6;M
2013-06;C01;15;VARI_ANUA;1.9;M
2013-06;C01;16;VARI_ANUA;1.6;M
2013-06;C01;19;VARI_ANUA;2.2;M
2013-06;C01;20;VARI_ANUA;2.2;M
2013-06;C01;21;VARI_ANUA;1.5;M
2013-06;C01;22;VARI_ANUA;1.0;M
2013-06;C01;23;VARI_ANUA;1.4;M
2013-06;C01;24;VARI_ANUA;1.5;M
2013-06;C01;25;VARI_ANUA;1.6;M
2013-06;C01;26;VARI_ANUA;2.9;M
2013-06;C01;17;VARI_ANUA;1.8;M
2013-06;C01;27;VARI_ANUA;3.4;M
2013-06;C01;28;VARI_ANUA;2.3;M
2013-06;C01;09;VARI_ANUA;2.3;M
2013-06;C01;11;VARI_ANUA;1.3;M
2013-06;C01;03;VARI_ANUA;3.5;M
2013-06;C01;04;VARI_ANUA;3.0;M
2013-06;C01;10;VARI_ANUA;1.5;M
2013-06;C01;29;VARI_ANUA;1.7;M
2013-07;108;01;VARI_ANUA;3.4;M
2013-07;108;02;VARI_ANUA;7.4;M
2013-07;108;05;VARI_ANUA;0.1;M
2013-07;108;12;VARI_ANUA;2.1;M
2013-07;108;08;VARI_ANUA;2.6;M
2013-07;108;06;VARI_ANUA;-1.6;M
2013-07;108;07;VARI_ANUA;-0.4;M
2013-07;108;13;VARI_ANUA;1.0;M
2013-07;108;14;VARI_ANUA;1.8;M
2013-07;108;18;VARI_ANUA;1.7;M
2013-07;108;15;VARI_ANUA;2.1;M
2013-07;108;16;VARI_ANUA;1.7;M
2013-07;108;19;VARI_ANUA;1.6;M
2013-07;108;20;VARI_ANUA;1.7;M
2013-07;108;21;VARI_ANUA;1.1;M
2013-07;108;22;VARI_ANUA;0.8;M
2013-07;108;23;VARI_ANUA;1.3;M
2013-07;108;24;VARI_ANUA;0.1;M
2013-07;108;25;VARI_ANUA;0.1;M
2013-07;108;26;VARI_ANUA;0.8;M
2013-07;108;17;VARI_ANUA;1.7;M
2013-07;108;27;VARI_ANUA;4.3;M
2013-07;108;28;VARI_ANUA;2.9;M
2013-07;108;09;VARI_ANUA;0.9;M
2013-07;108;11;VARI_ANUA;1.9;M
2013-07;108;03;VARI_ANUA;4.6;M
2013-07;108;04;VARI_ANUA;2.3;M
2013-07;108;10;VARI_ANUA;0.2;M
2013-07;108;29;VARI_ANUA;1.7;M
2013-07;C01;01;VARI_ANUA;3.1;M
2013-07;C01;02;VARI_ANUA;8.1;M
2013-07;C01;05;VARI_ANUA;0.1;M
2013-07;C01;12;VARI_ANUA;1.5;M
2013-07;C01;08;VARI_ANUA;2.8;M
2013-07;C01;06;VARI_ANUA;-1.6;M
2013-07;C01;07;VARI_ANUA;-0.5;M
2013-07;C01;13;VARI_ANUA;0.7;M
2013-07;C01;14;VARI_ANUA;1.6;M
2013-07;C01;18;VARI_ANUA;1.5;M
2013-07;C01;15;VARI_ANUA;1.9;M
2013-07;C01;16;VARI_ANUA;1.4;M
2013-07;C01;19;VARI_ANUA;1.7;M
2013-07;C01;20;VARI_ANUA;1.7;M
2013-07;C01;21;VARI_ANUA;0.8;M
2013-07;C01;22;VARI_ANUA;0.4;M
2013-07;C01;23;VARI_ANUA;0.9;M
2013-07;C01;24;VARI_ANUA;0.1;M
2013-07;C01;25;VARI_ANUA;0.1;M
2013-07;C01;26;VARI_ANUA;0.9;M
2013-07;C01;17;VARI_ANUA;1.5;M
2013-07;C01;27;VARI_ANUA;4.2;M
2013-07;C01;28;VARI_ANUA;2.5;M
2013-07;C01;09;VARI_ANUA;1.0;M
2013-07;C01;11;VARI_ANUA;1.4;M
2013-07;C01;03;VARI_ANUA;4.5;M
2013-07;C01;04;VARI_ANUA;2.4;M
2013-07;C01;10;VARI_ANUA;0.3;M
2013-07;C01;29;VARI_ANUA;1.5;M
2013-08;108;01;VARI_ANUA;3.3;M
2013-08;108;02;VARI_ANUA;7.6;M
2013-08;108;05;VARI_ANUA;-0.4;M
2013-08;108;12;VARI_ANUA;1.9;M
2013-08;108;08;VARI_ANUA;-1.1;M
2013-08;108;06;VARI_ANUA;-1.5;M
2013-08;108;07;VARI_ANUA;-2.2;M
2013-08;108;13;VARI_ANUA;0.7;M
2013-08;108;14;VARI_ANUA;1.6;M
2013-08;108;18;VARI_ANUA;1.8;M
2013-08;108;15;VARI_ANUA;2.0;M
2013-08;108;16;VARI_ANUA;1.6;M
2013-08;108;19;VARI_ANUA;1.3;M
2013-08;108;20;VARI_ANUA;1.4;M
2013-08;108;21;VARI_ANUA;0.7;M
2013-08;108;22;VARI_ANUA;0.9;M
2013-08;108;23;VARI_ANUA;1.2;M
2013-08;108;24;VARI_ANUA;-0.4;M
2013-08;108;25;VARI_ANUA;-0.4;M
2013-08;108;26;VARI_ANUA;0.0;M
2013-08;108;17;VARI_ANUA;1.4;M
2013-08;108;27;VARI_ANUA;4.4;M
2013-08;108;28;VARI_ANUA;2.8;M
2013-08;108;09;VARI_ANUA;0.1;M
